"tabName","tabSchema","type","remarks","colCount","qualifiedName"
"PRINT_MASKIN","DBM","T",,"3","DBM.PRINT_MASKIN"
"PRINT_SELVSTYRT","DBM","T",,"3","DBM.PRINT_SELVSTYRT"
"PRINT_TYPER","DBM","T",,"2","DBM.PRINT_TYPER"
"PRINTERE","DBM","T",,"5","DBM.PRINTERE"
"QMF_RAPPORTER","DBM","T","QMF RAPPORTPROSEDYRER","11","DBM.QMF_RAPPORTER"
"SQLFEIL","DBM","T",,"11","DBM.SQLFEIL"
"SUPERBRUKER","DBM","T",,"3","DBM.SUPERBRUKER"
"TEKSTER","DBM","T",,"12","DBM.TEKSTER"
"TILGANALYSE","DBM","T",,"6","DBM.TILGANALYSE"
"TILGBRUK_GRP_PRO_H","DBM","T","HISTORIKK FOR DBM.TILGBRUK_GRP_PROF","6","DBM.TILGBRUK_GRP_PRO_H"
"TILGBRUK_GRP_PROF","DBM","T","KNYTNING MELLOM BRUKER, GRUPPE OG PROFIL","4","DBM.TILGBRUK_GRP_PROF"
"TILGBRUKER","DBM","T",,"10","DBM.TILGBRUKER"
"TILGBRUKER_HIST","DBM","T",,"12","DBM.TILGBRUKER_HIST"
"TILGFAV_KRITERIER","DBM","T",,"2","DBM.TILGFAV_KRITERIER"
"TILGFAVORITTER","DBM","T",,"5","DBM.TILGFAVORITTER"
"TILGFUNK_NIVAA","DBM","T","KNYTNING MELLOM FUNKSJON OG NIV†","2","DBM.TILGFUNK_NIVAA"
"TILGFUNKSJON","DBM","T","","3","DBM.TILGFUNKSJON"
"TILGGRP_AVD","DBM","T","KNYTNING MELLOM GRUPPE OG Z_AVDTAB","2","DBM.TILGGRP_AVD"
"TILGGRUPPE","DBM","T","","4","DBM.TILGGRUPPE"
"TILGMENY","DBM","T","MENYDEFINISJONER NYTT SYSTEM","8","DBM.TILGMENY"
"TILGNIVAA","DBM","T","","2","DBM.TILGNIVAA"
"TILGPASSORD","DBM","T",,"3","DBM.TILGPASSORD"
"TILGPROF_FUNK","DBM","T","KNYTNING MELLOM PROFIL OG FUNKSJON","3","DBM.TILGPROF_FUNK"
"TILGPROFIL","DBM","T","","2","DBM.TILGPROFIL"
"TRANSPORTØR","DBM","T",,"5","DBM.TRANSPORTØR"
"Z_AVDTAB","DBM","T",,"11","DBM.Z_AVDTAB"
"Z_BILER","DBM","T",,"19","DBM.Z_BILER"
"Z_PNRTAB","DBM","T",,"5","DBM.Z_PNRTAB"
"Z_PNRTAB_20171231","DBM","T",,"5","DBM.Z_PNRTAB_20171231"
"BILAGNR","INL","T",,"5","INL.BILAGNR"
"FASTE_LISTE","INL","T",,"6","INL.FASTE_LISTE"
"FASTE_TRANS","INL","T",,"8","INL.FASTE_TRANS"
"FIRMA","INL","T",,"15","INL.FIRMA"
"KONTO","INL","T",,"9","INL.KONTO"
"KONTOTYPE","INL","T",,"6","INL.KONTOTYPE"
"KUNDEKONTO","INL","T",,"27","INL.KUNDEKONTO"
"KUNDEKONTO_TEST","INL","T",,"27","INL.KUNDEKONTO_TEST"
"KUNDEKTO_M_FEIL_ORGNR","INL","T","kunder med orgnr som er avviklet/feil","2","INL.KUNDEKTO_M_FEIL_ORGNR"
"MKK_AVSETNING","INL","T","Hjelpetabell for avsetning til individuell egenkapital","7","INL.MKK_AVSETNING"
"RENTESATSER","INL","T",,"7","INL.RENTESATSER"
"TRANSREG","INL","T",,"11","INL.TRANSREG"
"TRANSREG_TEST","INL","T",,"11","INL.TRANSREG_TEST"
"TRANSTYPE","INL","T",,"8","INL.TRANSTYPE"
"UTBET_MK","INL","T",,"5","INL.UTBET_MK"
"KUNDEKONTO","LOG","T",,"27","LOG.KUNDEKONTO"
"DSQ_RESERVED_OBJ","Q","V","Default view for QMF control table detection","2","Q.DSQ_RESERVED_OBJ"
"OBJ_ACTIVITY_DTL","Q","T","Detailed object tracking table for QMF","16","Q.OBJ_ACTIVITY_DTL"
"OBJ_ACTIVITY_SUMM","Q","T","Summary object tracking table for QMF","27","Q.OBJ_ACTIVITY_SUMM"
"OBJECT_DATA","Q","T","QMF saved item data table","5","Q.OBJECT_DATA"
"OBJECT_DATA2","Q","T","QMF saved item data table","5","Q.OBJECT_DATA2"
"OBJECT_DIRECTORY","Q","T","QMF saved item directory table","10","Q.OBJECT_DIRECTORY"
"OBJECT_REMARKS","Q","T","QMF saved item comments table","4","Q.OBJECT_REMARKS"
"RAA_OA_DTL_X","Q","T","Detailed extended object tracking table for QMF","18","Q.RAA_OA_DTL_X"
"RAA_OA_SUMM_X","Q","T","Summary extended object tracking table for QMF","29","Q.RAA_OA_SUMM_X"
"RAA_OBJ_DATA_X","Q","T","QMF item extended data table","7","Q.RAA_OBJ_DATA_X"
"RAA_OBJ_DATA2_X","Q","T","QMF item extended data table","7","Q.RAA_OBJ_DATA2_X"
"RAA_OBJ_DIR_X","Q","T","QMF item extended directory table","14","Q.RAA_OBJ_DIR_X"
"RAA_OBJ_REM_X","Q","T","QMF item extended comments table","6","Q.RAA_OBJ_REM_X"
"RAA_OBJECT_VIEW","Q","V","QMF object list view","11","Q.RAA_OBJECT_VIEW"
"RAA_OBJECT_VIEW_X","Q","V","QMF extended object list view","15","Q.RAA_OBJECT_VIEW_X"
"RAA_SERVER_INFO","Q","T","QMF server information table","2","Q.RAA_SERVER_INFO"
"RAA_SQLJ_PROFILES","Q","T","QMF SQLJ profile table","5","Q.RAA_SQLJ_PROFILES"
"RAA_SUBTYPE","Q","T","QMF saved item subtype table","4","Q.RAA_SUBTYPE"
"RC_NODE","Q","T","QMF Report Center public favorites table","7","Q.RC_NODE"
"RC_NODE_AUTH","Q","T","QMF Report Center public favorites authorization table","7","Q.RC_NODE_AUTH"
"RC_NODE_AUTH_X","Q","T","QMF Report Center public favorites authorization catalog table","8","Q.RC_NODE_AUTH_X"
"RC_NODE_X","Q","T","QMF Report Center public favorites catalog table","8","Q.RC_NODE_X"
"ADMIN_VIEW","RDBI","V",,"1","RDBI.ADMIN_VIEW"
"AUTHID_TABLE","RDBI","T","Secondary authorization ID table for RDBI","2","RDBI.AUTHID_TABLE"
"AUTHID_TABLE_X","RDBI","T","Extended secondary authorization ID table for RDBI","3","RDBI.AUTHID_TABLE_X"
"AUTHID_VIEW","RDBI","V","Secondary authorization ID view for RDBI","2","RDBI.AUTHID_VIEW"
"AUTHID_VIEW_X","RDBI","V","Extended secondary authorization ID view for RDBI","3","RDBI.AUTHID_VIEW_X"
"CATALOG_DIR_X","RDBI","T","Catalog list table for RDBI","3","RDBI.CATALOG_DIR_X"
"FOREIGN_KEY_VIEW","RDBI","V",,"4","RDBI.FOREIGN_KEY_VIEW"
"PRIMARY_KEY_VIEW","RDBI","V",,"4","RDBI.PRIMARY_KEY_VIEW"
"PROFILE_TABLE","RDBI","T","RDBI user profile table","16","RDBI.PROFILE_TABLE"
"PROFILE_TABLE_X","RDBI","T","RDBI extended user profile table","17","RDBI.PROFILE_TABLE_X"
"PROFILE_VIEW","RDBI","V","RDBI user profile view","16","RDBI.PROFILE_VIEW"
"PROFILE_VIEW_X","RDBI","V","RDBI extended user profile view","17","RDBI.PROFILE_VIEW_X"
"RESERVED","RDBI","T","RDBI control table","1","RDBI.RESERVED"
"RESOURCE_TABLE","RDBI","T","Resource table for RDBI governor","5","RDBI.RESOURCE_TABLE"
"RESOURCE_TABLE_X","RDBI","T","Extended resource table for RDBI governor","6","RDBI.RESOURCE_TABLE_X"
"RESOURCE_VIEW","RDBI","V",,"5","RDBI.RESOURCE_VIEW"
"RESOURCE_VIEW_X","RDBI","V","Extended resource view for RDBI governor","6","RDBI.RESOURCE_VIEW_X"
"SERVER_INFO","RDBI","T","Server Information table for RDBI","3","RDBI.SERVER_INFO"
"TABLE_VIEW2","RDBI","V","Table listing view for RDBI","13","RDBI.TABLE_VIEW2"
"TABLE_VIEW2_X","RDBI","V","Extended table listing view for RDBI","10","RDBI.TABLE_VIEW2_X"
"USER_ADMIN_VIEW","RDBI","V",,"1","RDBI.USER_ADMIN_VIEW"
"USER_ADMIN_VIEW_X","RDBI","V",,"2","RDBI.USER_ADMIN_VIEW_X"
"USER_AUTHID_VIEW","RDBI","V","User-specific secondary authorization ID view for RDBI","2","RDBI.USER_AUTHID_VIEW"
"USER_AUTHID_VIEW_X","RDBI","V","User-specific extended secondary authorization ID view for RDBI","3","RDBI.USER_AUTHID_VIEW_X"
"V_DBQA_ACTIVE_DB_SESSIONS","TV","V","Shows currently active database sessions","7","TV.V_DBQA_ACTIVE_DB_SESSIONS"
"V_DBQA_DB_SET_DATA_CAPTURE_ON","TV","V",,"5","TV.V_DBQA_DB_SET_DATA_CAPTURE_ON"
"V_DBQA_DDL_SOURCE_COLUMN_INFO","TV","V","Provides column definitions for tables","6","TV.V_DBQA_DDL_SOURCE_COLUMN_INFO"
"V_DBQA_DDL_SOURCE_COLUMN_REMARK","TV","V",,"6","TV.V_DBQA_DDL_SOURCE_COLUMN_REMARK"
"V_DBQA_DDL_SOURCE_CREATE_TABLE","TV","V","Generates CREATE TABLE statements for existing tables","9","TV.V_DBQA_DDL_SOURCE_CREATE_TABLE"
"V_DBQA_DDL_SOURCE_FOREIGN_KEY","TV","V",,"6","TV.V_DBQA_DDL_SOURCE_FOREIGN_KEY"
"V_DBQA_DDL_SOURCE_INDEX","TV","V",,"9","TV.V_DBQA_DDL_SOURCE_INDEX"
"V_DBQA_DDL_SOURCE_PRIMARY_KEY","TV","V","Generates DDL statements for primary key constraints. Facilitates schema replication and documentation.","6","TV.V_DBQA_DDL_SOURCE_PRIMARY_KEY"
"V_DBQA_DDL_SOURCE_TABLE_REMARK","TV","V",,"6","TV.V_DBQA_DDL_SOURCE_TABLE_REMARK"
"V_DBQA_DROP_DB_CODE","TV","V","Generates drop statements for database objects","5","TV.V_DBQA_DROP_DB_CODE"
"V_DBQA_GROUP_LOCK_TERMINATE_SCRIPT","TV","V","Generates scripts to terminate grouped locks","5","TV.V_DBQA_GROUP_LOCK_TERMINATE_SCRIPT"
"V_DBQA_OBJECT_LOCK_INFO","TV","V","Monitors and manages database object locks. Provides detailed information about lock status, type, and resolution options.","15","TV.V_DBQA_OBJECT_LOCK_INFO"
"V_DBQA_OBJECT_LOCK_TERMINATE_SCRIPT","TV","V",,"5","TV.V_DBQA_OBJECT_LOCK_TERMINATE_SCRIPT"
"V_DBQA_PACKAGE_SQL_SOURCE","TV","V","Shows SQL statements from recently used packages","4","TV.V_DBQA_PACKAGE_SQL_SOURCE"
"V_DBQA_SCHEMA_NAME","TV","V","Lists and manages schemas that are part of the application. Provides centralized schema management and tracking.","3","TV.V_DBQA_SCHEMA_NAME"
"V_DBQA_SOURCE","TV","V","Manages database object source code","11","TV.V_DBQA_SOURCE"
"V_DBQA_TABLE_DEPENDENCY","TV","V","Shows dependencies between database objects","13","TV.V_DBQA_TABLE_DEPENDENCY"
"V_DBQA_UPDATE_STATISTICS_ON_TABLES","TV","V","Generates RUNSTATS commands for updating table statistics","4","TV.V_DBQA_UPDATE_STATISTICS_ON_TABLES"
